Rownum,Species,Popn,Year,UniID,mom,ID,Temp,date,Jdate,M0,Mi,iw,fw,active,instar,time,t.in,t.out,duration,mgain
1,Pieris_rapae,Seattle_WA,1999,11C.M0.1,0,1,11,36511,351,42.25,42.25,42.25,42.25,yes,5th,0,9.12,9.12,0,0
2,Pieris_rapae,Seattle_WA,1999,11C.M0.1,0,1,11,36511,351,42.25,42.25,42.25,52.31,yes,5th,8.483333333,9.12,17.41,8.483333333,10.06
3,Pieris_rapae,Seattle_WA,1999,11C.M0.1,0,1,11,36512,352,42.25,52.31,52.31,63.86,yes,5th,23.05,17.41,8.15,14.56666667,11.55
4,Pieris_rapae,Seattle_WA,1999,11C.M0.1,0,1,11,36512,352,42.25,63.86,63.86,63.7,yes,5th,31.36666667,8.15,16.34,8.316666667,-0.16
5,Pieris_rapae,Seattle_WA,1999,11C.M0.1,0,1,11,36513,353,42.25,63.7,63.7,72.05,yes,5th,47.85,16.34,9.03,16.48333333,8.35
6,Pieris_rapae,Seattle_WA,1999,11C.M0.1,0,1,11,36514,354,42.25,72.05,72.05,85.1,yes,5th,80.41666667,9.03,17.37,32.56666667,13.05
7,Pieris_rapae,Seattle_WA,1999,11C.M0.10,0,10,11,36511,351,56.52,56.52,56.52,56.52,yes,5th,0,9.12,9.12,0,0
8,Pieris_rapae,Seattle_WA,1999,11C.M0.10,0,10,11,36511,351,56.52,56.52,56.52,59.86,yes,5th,8.483333333,9.12,17.41,8.483333333,3.34
9,Pieris_rapae,Seattle_WA,1999,11C.M0.10,0,10,11,36512,352,56.52,59.86,59.86,70.7,yes,5th,23.05,17.41,8.15,14.56666667,10.84
10,Pieris_rapae,Seattle_WA,1999,11C.M0.10,0,10,11,36512,352,56.52,70.7,70.7,73.39,yes,5th,31.36666667,8.15,16.34,8.316666667,2.69
11,Pieris_rapae,Seattle_WA,1999,11C.M0.10,0,10,11,36513,353,56.52,73.39,73.39,84.95,yes,5th,47.85,16.34,9.03,16.48333333,11.56
12,Pieris_rapae,Seattle_WA,1999,11C.M0.10,0,10,11,36514,354,56.52,84.95,84.95,100.14,yes,5th,80.41666667,9.03,17.37,32.56666667,15.19
13,Pieris_rapae,Seattle_WA,1999,11C.M0.11,0,11,11,36511,351,40.42,40.42,40.42,40.42,yes,5th,0,9.12,9.12,0,0
14,Pieris_rapae,Seattle_WA,1999,11C.M0.11,0,11,11,36511,351,40.42,40.42,40.42,43.93,yes,5th,8.483333333,9.12,17.41,8.483333333,3.51
15,Pieris_rapae,Seattle_WA,1999,11C.M0.11,0,11,11,36512,352,40.42,43.93,43.93,54.6,yes,5th,23.05,17.41,8.15,14.56666667,10.67
16,Pieris_rapae,Seattle_WA,1999,11C.M0.11,0,11,11,36512,352,40.42,54.6,54.6,56.56,yes,5th,31.36666667,8.15,16.34,8.316666667,1.96
17,Pieris_rapae,Seattle_WA,1999,11C.M0.11,0,11,11,36513,353,40.42,56.56,56.56,64.54,yes,5th,47.85,16.34,9.03,16.48333333,7.98
18,Pieris_rapae,Seattle_WA,1999,11C.M0.11,0,11,11,36514,354,40.42,64.54,64.54,74.64,yes,5th,80.41666667,9.03,17.37,32.56666667,10.1
19,Pieris_rapae,Seattle_WA,1999,11C.M0.12,0,12,11,36511,351,52.44,52.44,52.44,52.44,yes,5th,0,9.12,9.12,0,0
20,Pieris_rapae,Seattle_WA,1999,11C.M0.12,0,12,11,36511,351,52.44,52.44,52.44,54.92,yes,5th,8.483333333,9.12,17.41,8.483333333,2.48
21,Pieris_rapae,Seattle_WA,1999,11C.M0.12,0,12,11,36512,352,52.44,54.92,54.92,61.13,yes,5th,23.05,17.41,8.15,14.56666667,6.21
22,Pieris_rapae,Seattle_WA,1999,11C.M0.12,0,12,11,36512,352,52.44,61.13,61.13,60.49,yes,5th,31.36666667,8.15,16.34,8.316666667,-0.64
23,Pieris_rapae,Seattle_WA,1999,11C.M0.12,0,12,11,36513,353,52.44,60.49,60.49,60.36,yes,5th,47.85,16.34,9.03,16.48333333,-0.13
24,Pieris_rapae,Seattle_WA,1999,11C.M0.12,0,12,11,36514,354,52.44,60.36,60.36,59.15,no,5th,80.41666667,9.03,17.37,32.56666667,-1.21
25,Pieris_rapae,Seattle_WA,1999,11C.M0.13,0,13,11,36511,351,49.47,49.47,49.47,49.47,yes,5th,0,9.12,9.12,0,0
26,Pieris_rapae,Seattle_WA,1999,11C.M0.13,0,13,11,36511,351,49.47,49.47,49.47,53.12,yes,5th,8.483333333,9.12,17.41,8.483333333,3.65
27,Pieris_rapae,Seattle_WA,1999,11C.M0.13,0,13,11,36512,352,49.47,53.12,53.12,58.5,yes,5th,23.05,17.41,8.15,14.56666667,5.38
28,Pieris_rapae,Seattle_WA,1999,11C.M0.13,0,13,11,36512,352,49.47,58.5,58.5,65.18,yes,5th,31.36666667,8.15,16.34,8.316666667,6.68
29,Pieris_rapae,Seattle_WA,1999,11C.M0.13,0,13,11,36513,353,49.47,65.18,65.18,71.63,yes,5th,47.85,16.34,9.03,16.48333333,6.45
30,Pieris_rapae,Seattle_WA,1999,11C.M0.13,0,13,11,36514,354,49.47,71.63,71.63,96.44,yes,5th,80.41666667,9.03,17.37,32.56666667,24.81
31,Pieris_rapae,Seattle_WA,1999,11C.M0.14,0,14,11,36511,351,52.72,52.72,52.72,52.72,yes,5th,0,9.12,9.12,0,0
32,Pieris_rapae,Seattle_WA,1999,11C.M0.14,0,14,11,36511,351,52.72,52.72,52.72,55.59,yes,5th,8.483333333,9.12,17.41,8.483333333,2.87
33,Pieris_rapae,Seattle_WA,1999,11C.M0.14,0,14,11,36512,352,52.72,55.59,55.59,60.79,yes,5th,23.05,17.41,8.15,14.56666667,5.2
34,Pieris_rapae,Seattle_WA,1999,11C.M0.14,0,14,11,36512,352,52.72,60.79,60.79,65.4,yes,5th,31.36666667,8.15,16.34,8.316666667,4.61
35,Pieris_rapae,Seattle_WA,1999,11C.M0.14,0,14,11,36513,353,52.72,65.4,65.4,81.41,yes,5th,47.85,16.34,9.03,16.48333333,16.01
36,Pieris_rapae,Seattle_WA,1999,11C.M0.14,0,14,11,36514,354,52.72,81.41,81.41,95.77,yes,5th,80.41666667,9.03,17.37,32.56666667,14.36
37,Pieris_rapae,Seattle_WA,1999,11C.M0.15,0,15,11,36511,351,51.79,51.79,51.79,51.79,yes,5th,0,9.12,9.12,0,0
38,Pieris_rapae,Seattle_WA,1999,11C.M0.15,0,15,11,36511,351,51.79,51.79,51.79,58.86,yes,5th,8.483333333,9.12,17.41,8.483333333,7.07
39,Pieris_rapae,Seattle_WA,1999,11C.M0.15,0,15,11,36512,352,51.79,58.86,58.86,69.06,yes,5th,23.05,17.41,8.15,14.56666667,10.2
40,Pieris_rapae,Seattle_WA,1999,11C.M0.15,0,15,11,36512,352,51.79,69.06,69.06,69.44,yes,5th,31.36666667,8.15,16.34,8.316666667,0.38
41,Pieris_rapae,Seattle_WA,1999,11C.M0.15,0,15,11,36513,353,51.79,69.44,69.44,76,yes,5th,47.85,16.34,9.03,16.48333333,6.56
42,Pieris_rapae,Seattle_WA,1999,11C.M0.15,0,15,11,36514,354,51.79,76,76,77.62,yes,5th,80.41666667,9.03,17.37,32.56666667,1.62
43,Pieris_rapae,Seattle_WA,1999,11C.M0.16,0,16,11,36511,351,47.66,47.66,47.66,47.66,yes,5th,0,9.12,9.12,0,0
44,Pieris_rapae,Seattle_WA,1999,11C.M0.16,0,16,11,36511,351,47.66,47.66,47.66,53.5,yes,5th,8.483333333,9.12,17.41,8.483333333,5.84
45,Pieris_rapae,Seattle_WA,1999,11C.M0.16,0,16,11,36512,352,47.66,53.5,53.5,60.86,yes,5th,23.05,17.41,8.15,14.56666667,7.36
46,Pieris_rapae,Seattle_WA,1999,11C.M0.16,0,16,11,36512,352,47.66,60.86,60.86,63.81,yes,5th,31.36666667,8.15,16.34,8.316666667,2.95
47,Pieris_rapae,Seattle_WA,1999,11C.M0.16,0,16,11,36513,353,47.66,63.81,63.81,70.88,yes,5th,47.85,16.34,9.03,16.48333333,7.07
48,Pieris_rapae,Seattle_WA,1999,11C.M0.16,0,16,11,36514,354,47.66,70.88,70.88,95.35,yes,5th,80.41666667,9.03,17.37,32.56666667,24.47
49,Pieris_rapae,Seattle_WA,1999,11C.M0.17,0,17,11,36511,351,40.55,40.55,40.55,40.55,yes,5th,0,9.12,9.12,0,0
50,Pieris_rapae,Seattle_WA,1999,11C.M0.17,0,17,11,36511,351,40.55,40.55,40.55,41.34,yes,5th,8.483333333,9.12,17.41,8.483333333,0.79
51,Pieris_rapae,Seattle_WA,1999,11C.M0.17,0,17,11,36512,352,40.55,41.34,41.34,48.28,yes,5th,23.05,17.41,8.15,14.56666667,6.94
52,Pieris_rapae,Seattle_WA,1999,11C.M0.17,0,17,11,36512,352,40.55,48.28,48.28,51.23,yes,5th,31.36666667,8.15,16.34,8.316666667,2.95
53,Pieris_rapae,Seattle_WA,1999,11C.M0.17,0,17,11,36513,353,40.55,51.23,51.23,57.86,yes,5th,47.85,16.34,9.03,16.48333333,6.63
54,Pieris_rapae,Seattle_WA,1999,11C.M0.17,0,17,11,36514,354,40.55,57.86,57.86,63.33,yes,5th,80.41666667,9.03,17.37,32.56666667,5.47
55,Pieris_rapae,Seattle_WA,1999,11C.M0.18,0,18,11,36511,351,47.16,47.16,47.16,47.16,yes,5th,0,9.12,9.12,0,0
56,Pieris_rapae,Seattle_WA,1999,11C.M0.18,0,18,11,36511,351,47.16,47.16,47.16,53.17,yes,5th,8.483333333,9.12,17.41,8.483333333,6.01
57,Pieris_rapae,Seattle_WA,1999,11C.M0.18,0,18,11,36512,352,47.16,53.17,53.17,59.66,yes,5th,23.05,17.41,8.15,14.56666667,6.49
58,Pieris_rapae,Seattle_WA,1999,11C.M0.18,0,18,11,36512,352,47.16,59.66,59.66,62.95,yes,5th,31.36666667,8.15,16.34,8.316666667,3.29
59,Pieris_rapae,Seattle_WA,1999,11C.M0.18,0,18,11,36513,353,47.16,62.95,62.95,73,yes,5th,47.85,16.34,9.03,16.48333333,10.05
60,Pieris_rapae,Seattle_WA,1999,11C.M0.18,0,18,11,36514,354,47.16,73,73,96.21,yes,5th,80.41666667,9.03,17.37,32.56666667,23.21
61,Pieris_rapae,Seattle_WA,1999,11C.M0.19,0,19,11,36511,351,47.82,47.82,47.82,47.82,yes,5th,0,9.12,9.12,0,0
62,Pieris_rapae,Seattle_WA,1999,11C.M0.19,0,19,11,36511,351,47.82,47.82,47.82,50.21,yes,5th,8.483333333,9.12,17.41,8.483333333,2.39
63,Pieris_rapae,Seattle_WA,1999,11C.M0.19,0,19,11,36512,352,47.82,50.21,50.21,54.62,yes,5th,23.05,17.41,8.15,14.56666667,4.41
64,Pieris_rapae,Seattle_WA,1999,11C.M0.19,0,19,11,36512,352,47.82,54.62,54.62,56.19,yes,5th,31.36666667,8.15,16.34,8.316666667,1.57
65,Pieris_rapae,Seattle_WA,1999,11C.M0.19,0,19,11,36513,353,47.82,56.19,56.19,59.99,yes,5th,47.85,16.34,9.03,16.48333333,3.8
66,Pieris_rapae,Seattle_WA,1999,11C.M0.19,0,19,11,36514,354,47.82,59.99,59.99,65.21,yes,5th,80.41666667,9.03,17.37,32.56666667,5.22
67,Pieris_rapae,Seattle_WA,1999,11C.M0.2,0,2,11,36511,351,45.15,45.15,45.15,45.15,yes,5th,0,9.12,9.12,0,0
68,Pieris_rapae,Seattle_WA,1999,11C.M0.2,0,2,11,36511,351,45.15,45.15,45.15,53.07,yes,5th,8.483333333,9.12,17.41,8.483333333,7.92
69,Pieris_rapae,Seattle_WA,1999,11C.M0.2,0,2,11,36512,352,45.15,53.07,53.07,61.46,yes,5th,23.05,17.41,8.15,14.56666667,8.39
70,Pieris_rapae,Seattle_WA,1999,11C.M0.2,0,2,11,36512,352,45.15,61.46,61.46,65.04,yes,5th,31.36666667,8.15,16.34,8.316666667,3.58
71,Pieris_rapae,Seattle_WA,1999,11C.M0.2,0,2,11,36513,353,45.15,65.04,65.04,71.88,yes,5th,47.85,16.34,9.03,16.48333333,6.84
72,Pieris_rapae,Seattle_WA,1999,11C.M0.2,0,2,11,36514,354,45.15,71.88,71.88,88.18,yes,5th,80.41666667,9.03,17.37,32.56666667,16.3
73,Pieris_rapae,Seattle_WA,1999,11C.M0.20,0,20,11,36511,351,42.15,42.15,42.15,42.15,yes,5th,0,9.12,9.12,0,0
74,Pieris_rapae,Seattle_WA,1999,11C.M0.20,0,20,11,36511,351,42.15,42.15,42.15,43.18,yes,5th,8.483333333,9.12,17.41,8.483333333,1.03
75,Pieris_rapae,Seattle_WA,1999,11C.M0.20,0,20,11,36512,352,42.15,43.18,43.18,48.04,yes,5th,23.05,17.41,8.15,14.56666667,4.86
76,Pieris_rapae,Seattle_WA,1999,11C.M0.20,0,20,11,36512,352,42.15,48.04,48.04,51.84,yes,5th,31.36666667,8.15,16.34,8.316666667,3.8
77,Pieris_rapae,Seattle_WA,1999,11C.M0.20,0,20,11,36513,353,42.15,51.84,51.84,55.98,yes,5th,47.85,16.34,9.03,16.48333333,4.14
78,Pieris_rapae,Seattle_WA,1999,11C.M0.20,0,20,11,36514,354,42.15,55.98,55.98,59.12,yes,5th,80.41666667,9.03,17.37,32.56666667,3.14
79,Pieris_rapae,Seattle_WA,1999,11C.M0.21,0,21,11,36511,351,43.71,43.71,43.71,43.71,yes,5th,0,9.12,9.12,0,0
80,Pieris_rapae,Seattle_WA,1999,11C.M0.21,0,21,11,36511,351,43.71,43.71,43.71,55.29,yes,5th,8.483333333,9.12,17.41,8.483333333,11.58
81,Pieris_rapae,Seattle_WA,1999,11C.M0.21,0,21,11,36512,352,43.71,55.29,55.29,57.42,yes,5th,23.05,17.41,8.15,14.56666667,2.13
82,Pieris_rapae,Seattle_WA,1999,11C.M0.21,0,21,11,36512,352,43.71,57.42,57.42,65.51,yes,5th,31.36666667,8.15,16.34,8.316666667,8.09
83,Pieris_rapae,Seattle_WA,1999,11C.M0.21,0,21,11,36513,353,43.71,65.51,65.51,69.55,yes,5th,47.85,16.34,9.03,16.48333333,4.04
84,Pieris_rapae,Seattle_WA,1999,11C.M0.21,0,21,11,36514,354,43.71,69.55,69.55,91.81,yes,5th,80.41666667,9.03,17.37,32.56666667,22.26
85,Pieris_rapae,Seattle_WA,1999,11C.M0.3,0,3,11,36511,351,55.97,55.97,55.97,55.97,yes,5th,0,9.12,9.12,0,0
86,Pieris_rapae,Seattle_WA,1999,11C.M0.3,0,3,11,36511,351,55.97,55.97,55.97,60.05,yes,5th,8.483333333,9.12,17.41,8.483333333,4.08
87,Pieris_rapae,Seattle_WA,1999,11C.M0.3,0,3,11,36512,352,55.97,60.05,60.05,67.58,yes,5th,23.05,17.41,8.15,14.56666667,7.53
88,Pieris_rapae,Seattle_WA,1999,11C.M0.3,0,3,11,36512,352,55.97,67.58,67.58,70.65,yes,5th,31.36666667,8.15,16.34,8.316666667,3.07
89,Pieris_rapae,Seattle_WA,1999,11C.M0.3,0,3,11,36513,353,55.97,70.65,70.65,75.69,yes,5th,47.85,16.34,9.03,16.48333333,5.04
90,Pieris_rapae,Seattle_WA,1999,11C.M0.3,0,3,11,36514,354,55.97,75.69,75.69,85.1,yes,5th,80.41666667,9.03,17.37,32.56666667,9.41
91,Pieris_rapae,Seattle_WA,1999,11C.M0.4,0,4,11,36511,351,39.25,39.25,39.25,39.25,yes,5th,0,9.12,9.12,0,0
92,Pieris_rapae,Seattle_WA,1999,11C.M0.4,0,4,11,36511,351,39.25,39.25,39.25,39.08,no,5th,8.483333333,9.12,17.41,8.483333333,-0.17
93,Pieris_rapae,Seattle_WA,1999,11C.M0.4,0,4,11,36512,352,39.25,39.08,39.08,40.77,yes,5th,23.05,17.41,8.15,14.56666667,1.69
94,Pieris_rapae,Seattle_WA,1999,11C.M0.4,0,4,11,36512,352,39.25,40.77,40.77,41.45,yes,5th,31.36666667,8.15,16.34,8.316666667,0.68
95,Pieris_rapae,Seattle_WA,1999,11C.M0.4,0,4,11,36513,353,39.25,41.45,41.45,41.17,no,5th,47.85,16.34,9.03,16.48333333,-0.28
96,Pieris_rapae,Seattle_WA,1999,11C.M0.4,0,4,11,36514,354,39.25,41.17,41.17,39.28,no,5th,80.41666667,9.03,17.37,32.56666667,-1.89
97,Pieris_rapae,Seattle_WA,1999,11C.M0.5,0,5,11,36511,351,37.66,37.66,37.66,37.66,yes,5th,0,9.12,9.12,0,0
98,Pieris_rapae,Seattle_WA,1999,11C.M0.5,0,5,11,36511,351,37.66,37.66,37.66,40.24,no,5th,8.483333333,9.12,17.41,8.483333333,2.58
99,Pieris_rapae,Seattle_WA,1999,11C.M0.5,0,5,11,36512,352,37.66,40.24,40.24,41.8,yes,5th,23.05,17.41,8.15,14.56666667,1.56
100,Pieris_rapae,Seattle_WA,1999,11C.M0.5,0,5,11,36512,352,37.66,41.8,41.8,39.71,yes,5th,31.36666667,8.15,16.34,8.316666667,-2.09
101,Pieris_rapae,Seattle_WA,1999,11C.M0.5,0,5,11,36513,353,37.66,39.71,39.71,40.28,yes,5th,47.85,16.34,9.03,16.48333333,0.57
102,Pieris_rapae,Seattle_WA,1999,11C.M0.5,0,5,11,36514,354,37.66,40.28,40.28,37.43,no,5th,80.41666667,9.03,17.37,32.56666667,-2.85
103,Pieris_rapae,Seattle_WA,1999,11C.M0.6,0,6,11,36511,351,47.67,47.67,47.67,47.67,yes,5th,0,9.12,9.12,0,0
104,Pieris_rapae,Seattle_WA,1999,11C.M0.6,0,6,11,36511,351,47.67,47.67,47.67,57.36,yes,5th,8.483333333,9.12,17.41,8.483333333,9.69
105,Pieris_rapae,Seattle_WA,1999,11C.M0.6,0,6,11,36512,352,47.67,57.36,57.36,66.03,yes,5th,23.05,17.41,8.15,14.56666667,8.67
106,Pieris_rapae,Seattle_WA,1999,11C.M0.6,0,6,11,36512,352,47.67,66.03,66.03,65.89,yes,5th,31.36666667,8.15,16.34,8.316666667,-0.14
107,Pieris_rapae,Seattle_WA,1999,11C.M0.6,0,6,11,36513,353,47.67,65.89,65.89,76.34,yes,5th,47.85,16.34,9.03,16.48333333,10.45
108,Pieris_rapae,Seattle_WA,1999,11C.M0.6,0,6,11,36514,354,47.67,76.34,76.34,92.13,yes,5th,80.41666667,9.03,17.37,32.56666667,15.79
109,Pieris_rapae,Seattle_WA,1999,11C.M0.7,0,7,11,36511,351,55.71,55.71,55.71,55.71,yes,5th,0,9.12,9.12,0,0
110,Pieris_rapae,Seattle_WA,1999,11C.M0.7,0,7,11,36511,351,55.71,55.71,55.71,60.11,yes,5th,8.483333333,9.12,17.41,8.483333333,4.4
111,Pieris_rapae,Seattle_WA,1999,11C.M0.7,0,7,11,36512,352,55.71,60.11,60.11,75.64,yes,5th,23.05,17.41,8.15,14.56666667,15.53
112,Pieris_rapae,Seattle_WA,1999,11C.M0.7,0,7,11,36512,352,55.71,75.64,75.64,74.02,yes,5th,31.36666667,8.15,16.34,8.316666667,-1.62
113,Pieris_rapae,Seattle_WA,1999,11C.M0.7,0,7,11,36513,353,55.71,74.02,74.02,87.55,yes,5th,47.85,16.34,9.03,16.48333333,13.53
114,Pieris_rapae,Seattle_WA,1999,11C.M0.7,0,7,11,36514,354,55.71,87.55,87.55,101.45,yes,5th,80.41666667,9.03,17.37,32.56666667,13.9
115,Pieris_rapae,Seattle_WA,1999,11C.M0.8,0,8,11,36511,351,57.21,57.21,57.21,57.21,yes,5th,0,9.12,9.12,0,0
116,Pieris_rapae,Seattle_WA,1999,11C.M0.8,0,8,11,36511,351,57.21,57.21,57.21,61.53,yes,5th,8.483333333,9.12,17.41,8.483333333,4.32
117,Pieris_rapae,Seattle_WA,1999,11C.M0.8,0,8,11,36512,352,57.21,61.53,61.53,73.45,yes,5th,23.05,17.41,8.15,14.56666667,11.92
118,Pieris_rapae,Seattle_WA,1999,11C.M0.8,0,8,11,36512,352,57.21,73.45,73.45,74.81,yes,5th,31.36666667,8.15,16.34,8.316666667,1.36
119,Pieris_rapae,Seattle_WA,1999,11C.M0.8,0,8,11,36513,353,57.21,74.81,74.81,92.02,yes,5th,47.85,16.34,9.03,16.48333333,17.21
120,Pieris_rapae,Seattle_WA,1999,11C.M0.8,0,8,11,36514,354,57.21,92.02,92.02,99.25,yes,5th,80.41666667,9.03,17.37,32.56666667,7.23
121,Pieris_rapae,Seattle_WA,1999,11C.M0.9,0,9,11,36511,351,54.71,54.71,54.71,54.71,yes,5th,0,9.12,9.12,0,0
122,Pieris_rapae,Seattle_WA,1999,11C.M0.9,0,9,11,36511,351,54.71,54.71,54.71,59.68,yes,5th,8.483333333,9.12,17.41,8.483333333,4.97
123,Pieris_rapae,Seattle_WA,1999,11C.M0.9,0,9,11,36512,352,54.71,59.68,59.68,68.22,yes,5th,23.05,17.41,8.15,14.56666667,8.54
124,Pieris_rapae,Seattle_WA,1999,11C.M0.9,0,9,11,36512,352,54.71,68.22,68.22,68.92,yes,5th,31.36666667,8.15,16.34,8.316666667,0.7
125,Pieris_rapae,Seattle_WA,1999,11C.M0.9,0,9,11,36513,353,54.71,68.92,68.92,80.04,yes,5th,47.85,16.34,9.03,16.48333333,11.12
126,Pieris_rapae,Seattle_WA,1999,11C.M0.9,0,9,11,36514,354,54.71,80.04,80.04,92.65,yes,5th,80.41666667,9.03,17.37,32.56666667,12.61
127,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36458,298,38.76,38.76,38.76,38.76,yes,5th,0,12.39,12.39,0,0
128,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36458,298,38.76,38.76,38.76,50.29,yes,5th,7.1,12.39,19.45,7.1,11.53
129,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36459,299,38.76,50.29,50.29,83.48,yes,5th,24.93333333,19.45,13.35,17.83333333,33.19
130,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36459,299,38.76,83.48,83.48,90.46,yes,5th,30.85,13.35,19.3,5.916666667,6.98
131,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36460,300,38.76,90.46,90.46,138.53,yes,5th,54.05,19.3,18.42,23.2,48.07
132,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36461,301,38.76,138.53,138.53,182.67,yes,5th,79.05,18.42,19.42,25,44.14
133,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36460,300,48.54,48.54,48.54,48.54,yes,5th,0,13.1,13.1,0,0
134,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36460,300,48.54,48.54,48.54,57.27,yes,5th,6.4,13.1,19.34,6.4,8.73
135,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36461,301,48.54,57.27,57.27,75.98,yes,5th,23.58333333,19.34,12.45,17.18333333,18.71
136,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36461,301,48.54,75.98,75.98,87.69,yes,5th,29.96666667,12.45,19.08,6.383333333,11.71
137,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36462,302,48.54,87.69,87.69,132.14,yes,5th,53.75,19.08,18.55,23.78333333,44.45
138,Pieris_rapae,Seattle_WA,1999,17C.M10.1,10,1,17,36463,303,48.54,132.14,132.14,160.14,yes,5th,77.8,18.55,18.58,24.05,28
139,Pieris_rapae,Seattle_WA,1999,17C.M10.2,10,2,17,36460,300,57.78,57.78,57.78,57.78,yes,5th,0,13.1,13.1,0,0
140,Pieris_rapae,Seattle_WA,1999,17C.M10.2,10,2,17,36460,300,57.78,57.78,57.78,66.2,yes,5th,6.4,13.1,19.34,6.4,8.42
141,Pieris_rapae,Seattle_WA,1999,17C.M10.2,10,2,17,36461,301,57.78,66.2,66.2,101.48,yes,5th,23.58333333,19.34,12.45,17.18333333,35.28
142,Pieris_rapae,Seattle_WA,1999,17C.M10.2,10,2,17,36461,301,57.78,101.48,101.48,107.61,yes,5th,29.96666667,12.45,19.08,6.383333333,6.13
143,Pieris_rapae,Seattle_WA,1999,17C.M10.2,10,2,17,36462,302,57.78,107.61,107.61,166.78,yes,5th,53.75,19.08,18.55,23.78333333,59.17
144,Pieris_rapae,Seattle_WA,1999,17C.M10.2,10,2,17,36463,303,57.78,166.78,166.78,209.42,yes,5th,77.8,18.55,18.58,24.05,42.64
145,Pieris_rapae,Seattle_WA,1999,17C.M11.1,11,1,17,36458,298,41.83,41.83,41.83,41.83,yes,5th,0,12.39,12.39,0,0
146,Pieris_rapae,Seattle_WA,1999,17C.M11.1,11,1,17,36458,298,41.83,41.83,41.83,50.56,yes,5th,7.1,12.39,19.45,7.1,8.73
147,Pieris_rapae,Seattle_WA,1999,17C.M11.1,11,1,17,36459,299,41.83,50.56,50.56,79.82,yes,5th,24.93333333,19.45,13.35,17.83333333,29.26
148,Pieris_rapae,Seattle_WA,1999,17C.M11.1,11,1,17,36459,299,41.83,79.82,79.82,88.67,yes,5th,30.85,13.35,19.3,5.916666667,8.85
149,Pieris_rapae,Seattle_WA,1999,17C.M11.1,11,1,17,36460,300,41.83,88.67,88.67,134.26,yes,5th,54.05,19.3,18.42,23.2,45.59
150,Pieris_rapae,Seattle_WA,1999,17C.M11.1,11,1,17,36461,301,41.83,134.26,134.26,183.9,yes,5th,79.05,18.42,19.42,25,49.64
157,Pieris_rapae,Seattle_WA,1999,17C.M12.1,12,1,17,36460,300,58.61,58.61,58.61,58.61,yes,5th,0,13.1,13.1,0,0
158,Pieris_rapae,Seattle_WA,1999,17C.M12.1,12,1,17,36460,300,58.61,58.61,58.61,67.97,yes,5th,6.4,13.1,19.34,6.4,9.36
159,Pieris_rapae,Seattle_WA,1999,17C.M12.1,12,1,17,36461,301,58.61,67.97,67.97,104.95,yes,5th,23.58333333,19.34,12.45,17.18333333,36.98
160,Pieris_rapae,Seattle_WA,1999,17C.M12.1,12,1,17,36461,301,58.61,104.95,104.95,120.87,yes,5th,29.96666667,12.45,19.08,6.383333333,15.92
161,Pieris_rapae,Seattle_WA,1999,17C.M12.1,12,1,17,36462,302,58.61,120.87,120.87,165.31,yes,5th,53.75,19.08,18.55,23.78333333,44.44
162,Pieris_rapae,Seattle_WA,1999,17C.M12.1,12,1,17,36463,303,58.61,165.31,165.31,209.15,yes,5th,77.8,18.55,18.58,24.05,43.84
163,Pieris_rapae,Seattle_WA,1999,17C.M2.1,2,1,17,36458,298,51.38,51.38,51.38,51.38,yes,5th,0,12.39,12.39,0,0
164,Pieris_rapae,Seattle_WA,1999,17C.M2.1,2,1,17,36458,298,51.38,51.38,51.38,61.19,yes,5th,7.1,12.39,19.45,7.1,9.81
165,Pieris_rapae,Seattle_WA,1999,17C.M2.1,2,1,17,36459,299,51.38,61.19,61.19,91.29,yes,5th,24.93333333,19.45,13.35,17.83333333,30.1
166,Pieris_rapae,Seattle_WA,1999,17C.M2.1,2,1,17,36459,299,51.38,91.29,91.29,104.77,yes,5th,30.85,13.35,19.3,5.916666667,13.48
167,Pieris_rapae,Seattle_WA,1999,17C.M2.1,2,1,17,36460,300,51.38,104.77,104.77,153.33,yes,5th,54.05,19.3,18.42,23.2,48.56
168,Pieris_rapae,Seattle_WA,1999,17C.M2.1,2,1,17,36461,301,51.38,153.33,153.33,193.8,yes,5th,79.05,18.42,19.42,25,40.47
169,Pieris_rapae,Seattle_WA,1999,17C.M3.1,3,1,17,36458,298,49.62,49.62,49.62,49.62,yes,5th,0,12.39,12.39,0,0
